Local Body Code,Local Body Name,Local Body Type,"District Level
Parent Name
","Intermediate Level
Parent Name",Ward Code,"Ward
Number","Ward Name
(In English)
","Ward Name
(In Local)
"
103963,Mohanpur,Village Panchayat,Dhalai,Durga Chowmuhani,763620,2,Mohanpur II The Entire Mohanpur Revenue Mouja 2 No. Malaya,??????? II ???????? ???????  ???? ?????  2 ?? ????
103963,Mohanpur,Village Panchayat,Dhalai,Durga Chowmuhani,763621,3,Mohanpur III The Entire Mohanpur Revenue Mouja Muslim Para,??????? III ???????? ???????  ???? ????? ?????? ????
103963,Mohanpur,Village Panchayat,Dhalai,Durga Chowmuhani,763622,4,Mohanpur IV The Entire Mohanpur Revenue Mouja Gowal Mara,??????? IV ???????? ???????  ???? ????? ????? ????
103963,Mohanpur,Village Panchayat,Dhalai,Durga Chowmuhani,763623,5,Mohanpur V The Entire Mohanpur Revenue Mouja Tingharia,??????? V ???????? ???????  ???? ????? ????????
103964,Noagaon,Village Panchayat,Dhalai,Durga Chowmuhani,763677,1,Noagaon I The entire Noagaon Revenue Mouza Uria Basti,???????? I ???????? ????????  ???? ????? ?????
103964,Noagaon,Village Panchayat,Dhalai,Durga Chowmuhani,763678,2,Noagaon II The Entire Noagaon Revenue Mouja Madhya Noagaon Part of Madhyanagar,???????? II ???????? ????????  ???? ???? ??? ?? ???
103964,Noagaon,Village Panchayat,Dhalai,Durga Chowmuhani,763679,3,Noagaon III The Entire Noagaon Revenue Mouja ST Para and Drivertilla Part of Driver Tilla,???????? III ???????? ????????  ???? ???????? ????? ???
103964,Noagaon,Village Panchayat,Dhalai,Durga Chowmuhani,763680,4,Noagaon IV The Entire Noagaon Revenue Mouja West Noagaon Part of Das Para,???????? IV ???????? ????????  ???? ?????? ????????  ??? ???? ???
103964,Noagaon,Village Panchayat,Dhalai,Durga Chowmuhani,763681,5,Noagaon V The Entiree Noagaon Revenue Mouja Ghosh Para Part of Malakar Para,???????? V ???????? ????????  ???? ??? ???? ??? ??????? ????
103964,Noagaon,Village Panchayat,Dhalai,Durga Chowmuhani,763682,6,Noagaon VI The Enitre Noagaon Revenue Mouja Amintila,???????? VI ???????? ????????  ???? ????????
261235,North Halhali,Village Panchayat,Dhalai,Durga Chowmuhani,763723,1,North Halhali I Part of Halhali Revenue Mouza Krishnagar and Part of West Halhali West Side,????? ??????? I ??????? ???? ????? ???????? ??? ?????? ????? ?????? ????? ????
261235,North Halhali,Village Panchayat,Dhalai,Durga Chowmuhani,763724,2,North Halhali II Part of Halhali Revenue Mouza Halhali Bander Bari,????? ??????? II ??????? ???? ????? ?????? ????
261235,North Halhali,Village Panchayat,Dhalai,Durga Chowmuhani,763725,3,North Halhali III Part of Halahali Revenue Mouza North Halhali excluding Siban Malakar Para,????? ??????? III ??????? ???? ????? ???? ??????? ???? ??? ????
261235,North Halhali,Village Panchayat,Dhalai,Durga Chowmuhani,763726,4,North Halhali IV Part of Halhali Revenue Mouza North Halhali Muslim Para,????? ??????? IV ??????? ???? ????? ????? ????? ?????? ????
261235,North Halhali,Village Panchayat,Dhalai,Durga Chowmuhani,763727,5,North Halhali V Part of Halahali Revenue Mouza North Halhali,????? ??????? V ??????? ???? ????? ????? ?????
261236,South Kalachari,Village Panchayat,Dhalai,Durga Chowmuhani,763848,1,South Kalachari I Part of Kalachari Revenue Mouza Bhumihin Colony Part of Kalachari 3 Namashudra Para Bhumihin Colony Part of Kalachari 3 Bhumihin and Bhumihin Colony Part of Kalachari 3 Bhumihin No. 1,?????? ??????? I ??????? ???? ?????
261236,South Kalachari,Village Panchayat,Dhalai,Durga Chowmuhani,763849,2,South kalachari IIPart of Kalachari Revenue Mouza Paul Para Part of Kalachari 2 Najrul Para Part of Kalachari 3 and Najrul Para Part of Kalachari 3 Hrishidas Para,?????? ??????? II ??????? ???? ?????
261236,South Kalachari,Village Panchayat,Dhalai,Durga Chowmuhani,763850,3,South Kalachari III Part of Kalachari Revenue Mouza Ghosh Para Part of Kalachari 2 Ghosh Para Part of Kalachari 2 S.B. School Para and Ghosh Para Part of Kalachari 2 Sanjoy Bhattacharjee Para,?????? ??????? III ??????? ???? ?????
261236,South Kalachari,Village Panchayat,Dhalai,Durga Chowmuhani,763851,4,South Kalachari IV Shabdakar Para Paul Para Part of Kalachari 2 Roy Para and Ghosh Para Part of Kalachari 2 Thakurbari Para,?????? ??????? IV ??????? ???? ?????
261236,South Kalachari,Village Panchayat,Dhalai,Durga Chowmuhani,763852,5,South Kalachari V Part of Kalachari Revenue Mouza Bhumihin Colony Part of Kalachari 3 and Bhumihin Colony Part of Kalachari 3 Bhumihin Colony Sukladas Para,?????? ??????? V ??????? ???? ?????
261238,South Manikbhandar,Village Panchayat,Dhalai,Durga Chowmuhani,764001,1,South Manikbhander I Part of Manikbhander Revenue Mouza Village Manikbhander Para Manikbhander Manikbhander Errar Par South Manikbhander,?????? ???????????? I  ???????????? ???? ???
261238,South Manikbhandar,Village Panchayat,Dhalai,Durga Chowmuhani,764002,2,South Manikbhander II Part of Manikbhander Revenue Mouza South Manikbhander East Part of South Manikbhander Colony and South Part of Manikbhader,?????? ???????????? II ???????????? ???? ???
261238,South Manikbhandar,Village Panchayat,Dhalai,Durga Chowmuhani,764003,3,South Manikbhander III Part of Manikbhander Revenue Mouza South Manikbhander South Manikbhander and Village Manikbhander South Manikbhander,?????? ???????????? III ???????????? ???? ???
261238,South Manikbhandar,Village Panchayat,Dhalai,Durga Chowmuhani,764004,4,South Manikbhander IV Part of Manikbhander Revenue Mouza South Manikbhander West Part of South Manikbhnader,?????? ???????????? IV ???????????? ???? ???
261238,South Manikbhandar,Village Panchayat,Dhalai,Durga Chowmuhani,764005,5,South Manikbhander V Part of Manikbhander Revenue Mouza Padmabil Shil Para Bipad Shil Para Bishnu Debbarma Para and South Part of Kandigram,?????? ???????????? V ???????????? ???? ???
261237,West Kuchainala,Village Panchayat,Dhalai,Durga Chowmuhani,764123,1,West Kuchainala I The Entire Methir Mia Revenue Mouza North Methirmia,?????? ????????? I ???????? ????? ???? ????
261237,West Kuchainala,Village Panchayat,Dhalai,Durga Chowmuhani,764124,2,West Kuchainala II The Entire Methir Mia Revenue Mouza South Methirmia,?????? ????????? II ???????? ????? ???? ????
261237,West Kuchainala,Village Panchayat,Dhalai,Durga Chowmuhani,764125,3,West Kuchainala III Part of Kuchinala Revenue MouzaSouth Kuchainala and Nafbanshi,?????? ????????? III ????????? ???? ? ???
261237,West Kuchainala,Village Panchayat,Dhalai,Durga Chowmuhani,764126,4,West Kuchainala IV Part of Darang Tilla Revenue MouzaDarang,?????? ????????? IV ??? ???? ????? ???
261237,West Kuchainala,Village Panchayat,Dhalai,Durga Chowmuhani,764127,5,West Kuchainala V Part of Darang Tilla Revenue Mouza Bagan Tilla of Darang,?????? ????????? V ??? ???? ????? ???
103942,Avanga,Village Panchayat,Dhalai,Salema,96763,1,Avanga I Part of North Para Bhagaban Das Para,??????? I  ????? ???? ????? ??? ????
103942,Avanga,Village Panchayat,Dhalai,Salema,764160,2,Avanga II Part of Purbangsha Para Latiabill,??????? II ??????? ???? ??? ?????????
103942,Avanga,Village Panchayat,Dhalai,Salema,764161,3,Avanga III Part of Sadai Ram Para South Avanga,??????? III ????? ??? ???? ?????? ???????
103942,Avanga,Village Panchayat,Dhalai,Salema,764162,4,Avanga IV Part of Sadai Ram Para Fishery Para,??????? IV ????? ??? ???? ?????? ????
103942,Avanga,Village Panchayat,Dhalai,Salema,764163,5,Avanga V Part of Purbangsha Para East Avanga,??????? V  ??????? ???? ????? ???????
103944,Baralutma,Village Panchayat,Dhalai,Salema,764221,1,Baralutma I Baralutma Lutma Colony,???????? I  ???????? ?????
103944,Baralutma,Village Panchayat,Dhalai,Salema,764222,2,Baralutma II Madhya Baralutma Gour Para,???????? II ???? ???????? ???? ????
103944,Baralutma,Village Panchayat,Dhalai,Salema,764223,3,Baralutma III Part of Baralutma Noagaon Kuchiya Cherra Part of Ghosh Para from Nikhil Ghosh House to Mani Lal Paul House,???????? III  ???????? ????? ??? ???? ???? ??? ??? ?? ???? ??? ????? ?? ????????? ??????? ???? ???
103944,Baralutma,Village Panchayat,Dhalai,Salema,764224,4,Baralutma IV Part of Baralutma Noagaon Part of Ghosh Para excluding the portion from Nikhil Ghosh house to Mani Lal Paul House and Western Part of Baralutma,???????? IV ??? ??? ?? ???? ???  ???????? ?????? ??? ???? ????? ??? ?? ???? ??? ?????? ??? ????? ??  ???????? ????????? ?????
103944,Baralutma,Village Panchayat,Dhalai,Salema,764225,5,Baralutma V Part of Baralutma excluding the Western Portion,???????? V ?????? ??? ??????  ???????? ???
103946,Chankap,Village Panchayat,Dhalai,Salema,104095,1,Chankap I Part of Akupi Sing Para excluding the portion from Ram krishna Das house to Kentabala Das house and Part of Chankapbasti from Kamranga Cherra to Sudhir Das house,?????? I ????? ??? ???? ???
103946,Chankap,Village Panchayat,Dhalai,Salema,764313,2,Chankap II Part of Akupi Sing Para from Ramkrishna Das house to Kentabala Das house and Part of Singha Ghar Colony from Lalit Das house to Sanjit Das North to South,?????? II ????? ??? ???? ???
103946,Chankap,Village Panchayat,Dhalai,Salema,764314,3,Chankap III Kartik Debbarma Para and Part of Singhaghar Colony excluding the portion from Lalit Das House to Sanjit Das,?????? III ??????? ???????? ????
103946,Chankap,Village Panchayat,Dhalai,Salema,764315,4,Chankap IV Part of Chankap Basti from Sudhir Das house to Sukumar Shil house,?????? IV  ??????  ????? ???
103946,Chankap,Village Panchayat,Dhalai,Salema,764316,5,Chankap V Ujan Chankap and Part of Chankap Basti from Sukumar Shil house to Murali Das house,?????? V ??? ??????  ??? ??????  ????? ???
103949,Dabbari,Village Panchayat,Dhalai,Salema,105064,1,Dabbari I East Mechuria and Part of Kathal Bari from Ramprasad Namasudra House to Anil Sarkar Hous,??????? I ????? ???????? ???????? ???? ???
103949,Dabbari,Village Panchayat,Dhalai,Salema,764390,2,Dabbari II North Debbari Part of Kathal Bari excluding the portion from Ramprasad Namasudra house to Anil Sarkar house and Part of Gunamani Para from Srikanta Namasudra house to Mahendra Debnath house,??????? II ????? ??????? ????? ???? ??? ???
103949,Dabbari,Village Panchayat,Dhalai,Salema,764391,3,Dabbari III Part of Gunamani Para excluding the portion from Srikanta Namasudra house to Mahendra Debnath house,??????? III ??????? ???? ???
103949,Dabbari,Village Panchayat,Dhalai,Salema,764392,4,Dabbari IV Jugendra Para and Part of Kakaria tilla up to Balakbashi culvert from North to South,??????? IV ?????????? ???? ??? ???????? ???? ???
103949,Dabbari,Village Panchayat,Dhalai,Salema,764393,5,Dabbari V 2 card and Part of Kakaria tilla up to Balakbashi culvert from South to North,??????? V 2 ?? ????? ??? ???????? ???? ???
103967,East Dalucherra,Village Panchayat,Dhalai,Salema,764485,1,East Dalucherra I Kusum Para,????? ???????? I ????? ????
103967,East Dalucherra,Village Panchayat,Dhalai,Salema,764486,2,East Dalucherra II Part of Rakhltali Madhya Para Rakhaltali and Part of Bhat Khouri,????? ???????? II ????? ???? ???? ???? ??? ???  ?????? ???
103967,East Dalucherra,Village Panchayat,Dhalai,Salema,764487,3,East Dalucherra III Part of Rakhltali Madhya Para Madhya Para and Part of Bhat Khouri,????? ???????? III ????? ???? ???? ???? ??? ???  ?????? ???
103967,East Dalucherra,Village Panchayat,Dhalai,Salema,764488,4,East Dalucherra IV Simultali,????? ???????? IV ????????
103967,East Dalucherra,Village Panchayat,Dhalai,Salema,764489,5,East Dalucherra V East Part of Bathkhouri West As per Suamoto,????? ???????? V ????? ???  ?????? ???
103967,East Dalucherra,Village Panchayat,Dhalai,Salema,764490,6,East Dalucherra VI West Part of Bath Khouri East As per Suamoto,????? ???????? VI ?????? ????? ???  ?????? ???
103962,Mechuria,Village Panchayat,Dhalai,Salema,94623,1,Mechuria I Bagan Tilla,???????? I ????? ????
103962,Mechuria,Village Panchayat,Dhalai,Salema,765168,2,Mechuria II Part of Chinising Para from Ambassa Marachara PWD road to Sumat Baidyakor house Manipuri Para and Part of Gakul Nagar from Sandhya Deb house to Surjamukhi Sinha,???????? II ????????? ????? ???
103962,Mechuria,Village Panchayat,Dhalai,Salema,765169,3,Mechuria III Part of Gakul Nagar excluding the portion from Sandhya Deb house to Surjamukhi Sinha and Part of 14 card Para from Satya Das house to Sukesh Das house,???????? III ???? ??? ???
103962,Mechuria,Village Panchayat,Dhalai,Salema,765170,4,Mechuria IV Part of 14 card Para Birendra Das Para from Jugendra Das house to Radhacharan Das house and Part of Chinising Para excluding the portion from Ambassa Marachara PWD Road to Sumat Baidyakar house,???????? IV ?? ?? ????? ????? ??? ??? ????????? ??? ????
103962,Mechuria,Village Panchayat,Dhalai,Salema,765171,5,Mechuria V Part of 14 card Para excluding the portion from Satya Das house to Sukesh Das house and the portion from Jugendra Das house to Radhacharan Das house,???????? V ?? ?? ????? ????? ???
103965,North Kachucherra,Village Panchayat,Dhalai,Salema,765239,1,North Kachucherra I Part of Amin Tilla Hrishi Para Tehshil Para Patni Para Part of Bairabtali Sarkar Para and Part of Kabiraj tilla,????? ??????? I ???? ???? ??? ???? ??? ?????? ???? ????? ???? ??? ???????? ????? ???? ??? ?????? ???? ???
103965,North Kachucherra,Village Panchayat,Dhalai,Salema,765240,2,North Kachucherra II Part of Kabiraj Tilla and Part of Amin Tilla,????? ??????? II ?????? ???? ??? ??? ???? ????
103965,North Kachucherra,Village Panchayat,Dhalai,Salema,765241,3,North Kachucherra III Part of Amin Tilla Malakar Para East Side,????? ??????? III  ???? ???? ??? ??????? ???? ????? ????
103965,North Kachucherra,Village Panchayat,Dhalai,Salema,765242,4,North Kachucherra IV Salema Colony and Part of Amin Tilla,????? ??????? IV ???? ???? ??? ??? ?????? ?????
103965,North Kachucherra,Village Panchayat,Dhalai,Salema,765243,5,North Kachucherra V Madhya Mechuria Madhya Kachuchara,????? ??????? V ???? ???????? ??? ???? ???????
103965,North Kachucherra,Village Panchayat,Dhalai,Salema,765244,6,North Kachucherra VI Debbarma Para,????? ??????? VI ???????? ????
103968,Salema,Village Panchayat,Dhalai,Salema,765309,1,Salema I West Singinala and Part of Salema Bazar,?????? I ?????? ???????? ??? ?????? ????? ?? ???
103968,Salema,Village Panchayat,Dhalai,Salema,765310,2,Salema II Part of South Singinala and Part of Salema Bazar,?????? II ?????? ???????? ??? ??? ?????? ????? ?? ???
103968,Salema,Village Panchayat,Dhalai,Salema,765311,3,Salema III South Singinala,?????? III ?????? ????????
103968,Salema,Village Panchayat,Dhalai,Salema,765312,4,Salema IV Madhuchara,?????? IV ???????
103968,Salema,Village Panchayat,Dhalai,Salema,765313,5,Salema V Part of East Singinala Southern Part from Salema to Kachucherra road,?????? V ????? ???????? ???
261233,Santirbazar,Village Panchayat,Dhalai,Salema,765422,1,Shantir Bazar I Part of North Para North Part of Mahajan Para and Part of Purbangsha Para East Part of Bazar Area,?????? ????? I ????? ????? ??? ?????  ??? ????? ?????  ??????? ???? ?????  ????? ?????
261233,Santirbazar,Village Panchayat,Dhalai,Salema,765423,2,Shantir Bazar II Part of North Para South East Part of Mahajan Para,?????? ????? II ????? ????? ????? ????? ?????? ????? ???
261233,Santirbazar,Village Panchayat,Dhalai,Salema,765424,3,Shantir Bazar III Part of North Para West Part of Mahajan Para and East Part of Malakar Para,?????? ????? III ????? ????? ?????? ????? ????? ???  ??????? ???? ????? ????
261233,Santirbazar,Village Panchayat,Dhalai,Salema,765425,4,Shantir Bazar IV West Part of Malakar Para,?????? ????? IV ??????? ???? ?????? ???
261233,Santirbazar,Village Panchayat,Dhalai,Salema,765426,5,Shantir Bazar V Part of Sadai Ram Para,?????? ????? V ????? ??? ???? ???
261232,Singinala,Village Panchayat,Dhalai,Salema,765535,1,Singinala I Part of North Singinala Ruhi Kr Debbarma Para,????????? I ????? ????????? ??? ???? ????? ???????? ????
261232,Singinala,Village Panchayat,Dhalai,Salema,765536,2,Singinala II Part of North Singinala excluding Ruhi Kr Debbarma Para,????????? II ????? ????????? ??? ???? ????? ???????? ???? ??? ????
261232,Singinala,Village Panchayat,Dhalai,Salema,765537,3,Singinala III Part of North Singinala Block Tilla,????????? III ????? ????????? ??? ???? ????
261232,Singinala,Village Panchayat,Dhalai,Salema,765538,4,Singinala IV Part of North Singinala excluding Block Tilla,????????? IV ????? ????????? ??? ???? ???? ??? ????
261232,Singinala,Village Panchayat,Dhalai,Salema,765539,5,Singinala V Part of East Singinala and Part of Salema Bazar,????????? V ????? ????????? ??? ??? ????? ????? ?? ???
103966,West Dalucherra,Village Panchayat,Dhalai,Salema,765595,1,West Daluchara I Rakhal Para and Part of Tarani Para,?????? ???????? I ???? ???? ??? ??? ????? ????
103966,West Dalucherra,Village Panchayat,Dhalai,Salema,765596,2,West Daluchara II Khasia Punji and Part of Tarani Para,?????? ???????? II ???? ???? ??? ??? ?????? ?????
103966,West Dalucherra,Village Panchayat,Dhalai,Salema,765597,3,West Daluchara III Part of Tarani Para and Part of Jayanti Bazar,?????? ???????? III ??????? ????? ??? ??? ???? ???? ???
103966,West Dalucherra,Village Panchayat,Dhalai,Salema,765598,4,West Daluchara IV Part of Jayanti Bazar and Part of Amtali,?????? ???????? IV ??????? ????? ??? ??? ????? ???
103966,West Dalucherra,Village Panchayat,Dhalai,Salema,765599,5,West Daluchara V Part of Amtali,?????? ????????  V ?????? ???
104072,Bampur,Village Panchayat,Gomati,Amarpur,748268,1,Bampur I Bhagaban Khala north side and Puratan Bampur North side,?????? I ????? ??? ????? ??? ??? ?????? ?????? ????? ???
104072,Bampur,Village Panchayat,Gomati,Amarpur,748269,2,Bampur II Bhagaban Khala South side and Puratan Bampur South side of Chalia Khola and South Side of Brick Soling road,?????? II ????? ??? ?????? ??? ??? ?????? ??? ?? ?????? ??????  ?????? ??? ??? ????? ???? ??? ?? ?????? ???
104072,Bampur,Village Panchayat,Gomati,Amarpur,748270,3,Bampur III Chandra Mohan Para,?????? III ?????? ???? ????
104072,Bampur,Village Panchayat,Gomati,Amarpur,748271,4,Bampur IV Samatal Para West Side of PWD Road,?????? IV  ?? ??????? ?? ??? ?? ???? ???? ?????? ???
104072,Bampur,Village Panchayat,Gomati,Amarpur,748272,5,Bampur V Samatal Para East Side of PWD Road,?????? V ?? ??????? ?? ??? ?? ???? ???? ????? ???
104073,Birganj,Village Panchayat,Gomati,Amarpur,80036,1,Birganj I Sarbong Para,??????? I ????? ????
104073,Birganj,Village Panchayat,Gomati,Amarpur,748317,2,Birganj II Akshoy Colony,??????? II ????? ?????
104073,Birganj,Village Panchayat,Gomati,Amarpur,748318,3,Birganj III South Para and Part of Madhyapara,??????? III ?????? ???? ??? ???? ????? ???
104073,Birganj,Village Panchayat,Gomati,Amarpur,748319,4,Birganj IV Part of Madhyapara,??????? IV ???? ????? ???
104073,Birganj,Village Panchayat,Gomati,Amarpur,748320,5,Birganj V West Para and North para,??????? V ?????? ???? ??? ????? ????
